user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Thermotoga_maritima_MSB8_3_genomic	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	GCF_000008545.1	95.1972	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	99.99	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000016785.1, s__Thermotoga petrophila, 95.1972, 95.23, 0.928	N/A	N/A	N/A	N/A
Thermotoga_maritima_MSB8_4_genomic	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	GCF_000008545.1	95.1972	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000016785.1, s__Thermotoga petrophila, 95.1972, 95.2, 0.929	N/A	N/A	N/A	N/A
Thermotoga_maritima_strain_Tma100_genomic	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	GCF_000008545.1	95.1972	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	99.99	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000016785.1, s__Thermotoga petrophila, 95.1972, 95.23, 0.928	N/A	N/A	N/A	N/A
Thermotoga_maritima_strain_Tma200_genomic	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	GCF_000008545.1	95.1972	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	99.99	0.995	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Thermotoga_neapolitana_DSM_4359_genomic	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga neapolitana	GCF_000018945.1	95.0	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga neapolitana	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Thermotoga_sp_2812B_genomic	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	GCF_000008545.1	95.1972	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	97.31	0.932	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Thermotoga_sp_Cell2_genomic	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga petrophila	GCF_000016785.1	95.1972	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga petrophila	96.86	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000008545.1, s__Thermotoga maritima, 95.1972, 96.31, 0.949	N/A	N/A	N/A	N/A
Thermotoga_sp_RQ2_genomic	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	GCF_000008545.1	95.1972	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima	96.82	0.939	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000016785.1, s__Thermotoga petrophila, 95.1972, 96.64, 0.913	N/A	N/A	N/A	N/A
Thermotoga_sp_RQ7_genomic	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga neapolitana	GCF_000018945.1	95.0	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga neapolitana	98.63	0.929	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Thermovirga_lienii_DSM_17291_genomic	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__Thermovirga;s__Thermovirga lienii	GCF_000233775.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__Thermovirga;s__Thermovirga lienii	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Thiocystis_violascens_DSM_198_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Chromatium;s__Chromatium violascens	GCF_000227745.2	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Chromatium;s__Chromatium violascens	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Thioflavicoccus_mobilis_8321_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thioflavicoccus;s__Thioflavicoccus mobilis	GCF_000327045.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thioflavicoccus;s__Thioflavicoccus mobilis	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Thiolapillus_brandeum_Hiromi_1_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiolapillus;s__Thiolapillus brandeum	GCF_000828615.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiolapillus;s__Thiolapillus brandeum	100.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Thiomicrospira_crunogena_XCL-2_genomic	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__Hydrogenovibrio crunogenus_A	GCF_000012605.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Hydrogenovibrio;s__Hydrogenovibrio crunogenus_A	100.0	0.998	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
TiA_S9_contigs	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Dermacoccus;s__Dermacoccus nishinomiyaensis	GCF_900447535.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Dermacoccus;s__Dermacoccus nishinomiyaensis	98.06	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
TiB_S10_contigs	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus warneri	GCF_900636385.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus warneri	99.39	0.941	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
TiE_S11_contigs	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	96.89	0.915	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Tistrella_mobilis_KA081020-065_genomic	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella;s__Tistrella mobilis	GCF_000264455.2	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Tistrellaceae;g__Tistrella;s__Tistrella mobilis	100.0	0.999	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Titti15_S2_contigs	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_008868125.1, s__Microbacterium maritypicum, 95.0, 81.41, 0.606; GCF_002979475.1, s__Microbacterium sp002979475, 95.0, 81.33, 0.607; GCF_004794515.1, s__Microbacterium sp004794515, 95.0, 81.31, 0.571; GCF_000425985.1, s__Microbacterium sp000425985, 95.0, 81.26, 0.604; GCF_002979435.1, s__Microbacterium sp002979435, 95.0, 81.25, 0.575; GCF_007954505.1, s__Microbacterium sp000800925, 95.0, 81.17, 0.594; GCF_000455825.1, s__Microbacterium maritypicum_A, 95.0, 81.1, 0.581; GCF_900095745.1, s__Microbacterium oxydans_B, 95.0, 81.09, 0.577; GCF_002979655.1, s__Microbacterium sp002979655, 95.0, 81.08, 0.583; GCF_006540085.1, s__Microbacterium oxydans, 95.0, 80.96, 0.591; GCF_008868005.1, s__Microbacterium algeriense, 95.0, 80.88, 0.579; GCF_004794465.1, s__Microbacterium sp004794465, 95.0, 80.78, 0.518; GCF_000956405.1, s__Microbacterium oxydans_C, 95.0, 80.73, 0.53; GCF_014171575.1, s__Microbacterium sp014171575, 95.0, 80.61, 0.602; GCF_000956525.1, s__Microbacterium oxydans_A, 95.0, 80.48, 0.496; GCF_003075395.1, s__Microbacterium sp003075395, 95.0, 80.45, 0.532; GCF_900105335.1, s__Microbacterium paraoxydans, 95.3631, 80.38, 0.502; GCF_002024885.1, s__Microbacterium foliorum_A, 95.0, 80.35, 0.46; GCF_004794315.1, s__Microbacterium sp004794315, 95.0, 80.29, 0.498; GCF_000967865.1, s__Microbacterium sp000967865, 95.0, 80.29, 0.497; GCF_900105205.1, s__Microbacterium hydrocarbonoxydans, 95.0, 80.26, 0.478; GCF_006716345.1, s__Microbacterium saperdae, 95.0, 80.2, 0.511; GCF_017876435.1, s__Microbacterium phyllosphaerae, 95.0, 80.17, 0.475; GCA_017405925.1, s__Microbacterium sp017405925, 95.0, 80.16, 0.445; GCF_001426995.1, s__Microbacterium sp001426995, 95.0, 80.13, 0.467; GCF_006385575.1, s__Microbacterium foliorum_B, 95.0, 80.1, 0.465; GCF_017355365.1, s__Microbacterium sp017355365, 95.0, 80.07, 0.451; GCF_904066215.1, s__Microbacterium sp002456035, 95.0, 80.06, 0.509; GCF_018613995.1, s__Microbacterium sp018613995, 95.0, 80.05, 0.427; GCF_019056515.1, s__Microbacterium sp001595495, 95.3631, 80.04, 0.505; GCF_001423615.1, s__Microbacterium sp001423615, 95.0, 80.04, 0.488; GCF_001866135.1, s__Microbacterium sp001866135, 95.261, 80.03, 0.486; GCF_001889265.1, s__Microbacterium sp001889265, 95.0, 80.02, 0.474; GCF_003367705.1, s__Microbacterium foliorum, 95.0, 80.0, 0.454; GCF_018224615.1, s__Microbacterium paraoxydans_B, 95.0, 79.96, 0.511; GCF_904831005.1, s__Microbacterium hydrocarbonoxydans_B, 95.0, 79.94, 0.458; GCF_002848265.1, s__Microbacterium sp002848265, 95.0, 79.94, 0.483; GCF_001423485.1, s__Microbacterium sp001423485, 95.0, 79.93, 0.483; GCF_015354505.1, s__Microbacterium sp015354505, 95.0, 79.93, 0.466; GCF_017939615.1, s__Microbacterium sp017939615, 95.0, 79.91, 0.51; GCF_007667425.1, s__Microbacterium sp007667425, 95.0, 79.9, 0.44; GCF_002362255.1, s__Microbacterium sp002362255, 95.0, 79.9, 0.471; GCF_008271365.1, s__Microbacterium sp008271365, 95.0, 79.9, 0.503; GCF_001650405.1, s__Microbacterium sp001650405, 95.0, 79.88, 0.46; GCF_003626735.1, s__Microbacterium sp003626735, 95.0, 79.86, 0.488; GCF_001049495.1, s__Microbacterium sp001049495, 95.0, 79.86, 0.442; GCF_011752045.1, s__Microbacterium sp001639925, 95.0, 79.76, 0.438; GCF_002979415.1, s__Microbacterium sp002979415, 95.0, 79.72, 0.466; GCF_000956475.1, s__Microbacterium hydrocarbonoxydans_A, 95.0, 79.68, 0.42; GCF_001262495.1, s__Microbacterium sp001262495, 95.0, 79.65, 0.466; GCF_002872075.1, s__Microbacterium kitamiense, 95.0, 79.53, 0.426; GCF_014635185.1, s__Microbacterium murale, 95.0, 79.45, 0.37; GCF_004216995.1, s__Microbacterium sp004216995, 95.0, 79.45, 0.442; GCF_001513675.1, s__Microbacterium sp001513675, 95.0, 79.36, 0.418; GCF_015277895.1, s__Microbacterium sp015277895, 95.0, 79.28, 0.351; GCF_007988825.1, s__Microbacterium aerolatum, 95.0, 79.22, 0.351; GCF_903645325.1, s__Microbacterium sp903645325, 95.0, 79.15, 0.36; GCF_014205075.1, s__Microbacterium ginsengiterrae, 95.0, 79.09, 0.342; GCF_003610275.1, s__Microbacterium ginsengiterrae_A, 95.0, 79.08, 0.361; GCF_000763375.1, s__Microbacterium profundi, 95.0, 79.05, 0.389; GCA_017744855.1, s__Microbacterium sp017744855, 95.0, 78.97, 0.342; GCF_014084045.1, s__Microbacterium esteraromaticum_D, 95.0, 78.86, 0.323; GCF_000685355.1, s__Microbacterium sp000685355, 95.0, 78.85, 0.343; GCF_009758255.1, s__Microbacterium sp009758255, 95.0, 78.83, 0.327; GCF_002705755.3, s__Microbacterium esteraromaticum_A, 95.0, 78.83, 0.313; GCF_013408055.1, s__Microbacterium esteraromaticum_C, 95.0, 78.83, 0.328; GCF_001878835.1, s__Microbacterium sp001878835, 95.0, 78.82, 0.338; GCF_003387575.1, s__Microbacterium sp003387575, 95.0, 78.81, 0.341; GCF_016907255.1, s__Microbacterium keratanolyticum, 95.0, 78.77, 0.32; GCF_016907315.1, s__Microbacterium esteraromaticum, 95.0, 78.74, 0.305; GCF_900163815.1, s__Microbacterium esteraromaticum_B, 95.0, 78.7, 0.303; GCA_017306305.1, s__Microbacterium sp017306305, 95.0, 78.69, 0.288; GCF_015040615.1, s__Microbacterium sp015040615, 95.0, 78.64, 0.35; GCF_013409745.1, s__Microbacterium pseudoresistens, 95.0, 78.56, 0.311; GCA_018268455.1, s__Microbacterium sp018268455, 95.0, 78.55, 0.271; GCA_002837415.1, s__Microbacterium sp002837415, 95.0, 78.54, 0.359; GCA_018268435.1, s__Microbacterium sp018268435, 95.0, 78.52, 0.263; GCF_000956545.1, s__Microbacterium azadirachtae, 95.0, 78.52, 0.3; GCA_003524435.1, s__Microbacterium sp003524435, 95.0, 78.48, 0.308; GCF_000956505.1, s__Microbacterium azadirachtae_A, 95.0, 78.47, 0.299; GCF_001426925.1, s__Microbacterium sp001426925, 95.0, 78.42, 0.234; GCF_001552355.1, s__Microbacterium resistens, 95.0, 78.37, 0.285; GCF_014836535.1, s__Microbacterium sp014836535, 95.0, 78.36, 0.24; GCA_001897945.1, s__Microbacterium sp001897945, 95.0, 78.35, 0.323; GCA_002257455.1, s__Microbacterium sp002257455, 95.0, 78.34, 0.287; GCA_017968845.1, s__Microbacterium sp017968845, 95.0, 78.34, 0.264; GCF_902506375.1, s__Microbacterium sp902506375, 95.0, 78.28, 0.305; GCF_015235415.1, s__Microbacterium paludicola_A, 95.0, 78.11, 0.218; GCF_004564075.1, s__Microbacterium sediminis, 95.0, 78.09, 0.22; GCF_014643695.1, s__Microbacterium album, 95.0, 78.04, 0.185; GCF_008017445.1, s__Microbacterium mitrae, 95.0, 78.0, 0.204; GCF_009735645.1, s__Microbacterium oryzae, 95.0, 77.97, 0.227; GCF_000826185.2, s__Microbacterium gorillae, 95.0, 77.96, 0.197; GCF_019061125.1, s__Microbacterium sp019061125, 95.0, 77.95, 0.178; GCA_018268515.1, s__Microbacterium sp018268515, 95.0, 77.91, 0.286; GCF_016805985.1, s__Microbacterium sp016805985, 95.0, 77.86, 0.203; GCF_013409785.1, s__Microbacterium immunditiarum, 95.0, 77.73, 0.227; GCA_003248605.1, s__Microbacterium sp003248605, 95.0, 77.64, 0.2; GCA_017306415.1, s__Microbacterium sp001897105, 95.0, 77.56, 0.196; GCA_015655255.1, s__Microbacterium sp015655255, 95.0, 77.34, 0.222	96.62	11	0.9839	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Titti16_S3_contigs	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus;s__	N/A	N/A	N/A	N/A	N/A	GCF_003752465.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus;s__Agrococcus jenensis	88.64	0.785	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_007923295.1, s__Agrococcus sediminis, 95.0, 87.13, 0.796; GCF_000400485.1, s__Agrococcus pavilionensis, 95.0, 86.77, 0.784; GCF_000425105.1, s__Agrococcus lahaulensis, 95.0, 86.75, 0.806; GCF_018308945.1, s__Agrococcus sp018308945, 95.0, 86.71, 0.784; GCF_900104705.1, s__Agrococcus carbonis, 95.0, 86.15, 0.779; GCA_007988785.1, s__Agrococcus baldri_A, 95.0, 85.65, 0.704; GCF_900117395.1, s__Agrococcus sp900117395, 95.0, 85.29, 0.721; GCF_014645235.1, s__Agrococcus terreus, 95.0, 85.25, 0.769; GCF_017168255.1, s__Agrococcus sp017168255, 95.0, 85.08, 0.697; GCA_900114805.1, s__Agrococcus baldri, 95.0, 85.04, 0.731; GCF_900099705.1, s__Agrococcus jejuensis, 95.0, 81.5, 0.615; GCF_007679035.1, s__Agrococcus jejuensis_A, 95.0, 81.48, 0.607; GCF_005484985.1, s__Agrococcus sp005484985, 95.0, 81.29, 0.587; GCF_900163565.1, s__Agrococcus casei, 95.0, 79.16, 0.396; GCA_019115685.1, s__Agrococcus pullicola, 95.0, 77.77, 0.209	96.62	11	0.9889	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Titti18_S5_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella frigidimarina	GCF_003797125.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella frigidimarina	97.98	0.885	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Titti19_S6_contigs	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina psychrophila	GCF_001590685.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__Sporosarcina psychrophila	98.38	0.901	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Titti20_S7_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Psychromonadaceae;g__Psychromonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Psychromonadaceae;g__Psychromonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_009828855.1, s__Psychromonas sp009828855, 95.0, 84.16, 0.619; GCF_000470315.2, s__Psychromonas sp000470315, 95.0, 83.78, 0.617; GCF_000482725.1, s__Psychromonas arctica, 95.0, 82.12, 0.545; GCF_011378715.1, s__Psychromonas sp011378715, 95.0, 81.82, 0.562; GCF_004376845.1, s__Psychromonas sp004376845, 95.0, 80.94, 0.567; GCF_004378355.1, s__Psychromonas sp004378355, 95.0, 80.67, 0.49; GCF_003318165.1, s__Psychromonas sp003318165, 95.0, 80.45, 0.478; GCF_002835995.1, s__Psychromonas sp002835995, 95.0, 78.96, 0.233; GCF_002835465.1, s__Psychromonas sp002835465, 95.0, 78.82, 0.228; GCA_013619145.1, s__Psychromonas sp013619145, 95.0, 78.47, 0.202; GCF_000428725.1, s__Psychromonas aquimarina, 95.0, 78.36, 0.148; GCF_002836415.1, s__Psychromonas sp002836415, 95.0, 78.33, 0.15; GCF_000420245.1, s__Psychromonas hadalis, 95.0, 78.3, 0.225; GCF_000381745.1, s__Psychromonas ossibalaenae, 95.0, 78.29, 0.157; GCF_000015285.1, s__Psychromonas ingrahamii, 95.0, 78.23, 0.152; GCF_002239585.1, s__Psychromonas sp002239585, 95.0, 77.96, 0.224; GCF_000153405.2, s__Psychromonas sp000153405, 95.0, 77.89, 0.197	94.54	11	0.98894	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Titti21_S1_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas titanicae	GCF_000336575.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas titanicae	97.68	0.878	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Titti22_S2_contigs	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter litoralis	GCF_900103185.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter litoralis	98.59	0.872	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Titti23_S3_contigs	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_900458565.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	97.49	0.877	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Titti24_S4_contigs	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__	N/A	N/A	N/A	N/A	N/A	GCF_002115755.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira mesophila	87.04	0.837	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Thalassospiraceae;g__Thalassospira;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_002115825.1, s__Thalassospira sp002115825, 95.0, 86.88, 0.784; GCF_002844375.1, s__Thalassospira marina, 95.0, 83.05, 0.693; GCF_001907695.1, s__Thalassospira sp001907695, 95.0, 82.95, 0.735; GCF_003326755.1, s__Thalassospira profundimaris_B, 95.0, 82.86, 0.679; GCF_000300235.2, s__Thalassospira xiamenensis, 95.0, 79.09, 0.393; GCF_002115785.1, s__Thalassospira sp002115785, 95.0, 79.05, 0.433; GCF_003403095.1, s__Thalassospira indica, 95.0, 78.83, 0.364; GCF_001613805.1, s__Thalassospira lucentensis_A, 95.0, 78.8, 0.415; GCF_003326475.1, s__Thalassospira xianhensis, 95.0, 78.8, 0.376; GCF_000421265.1, s__Thalassospira lucentensis, 95.8797, 78.78, 0.377; GCF_001662875.1, s__Thalassospira tepidiphila, 95.4963, 78.78, 0.389; GCF_003326795.1, s__Thalassospira profundimaris_C, 95.0, 78.72, 0.348; GCF_002115745.1, s__Thalassospira alkalitolerans, 95.0, 78.6, 0.418; GCF_001613795.1, s__Thalassospira sp001613795, 95.0, 78.59, 0.372; GCF_002844235.1, s__Thalassospira povalilytica, 95.0, 78.55, 0.388; GCF_000948415.1, s__Thalassospira sp000948415, 95.0, 78.51, 0.372; GCF_002844275.1, s__Thalassospira lohafexi, 95.8797, 78.48, 0.399; GCF_011806425.1, s__Thalassospira lucentensis_B, 95.0, 78.47, 0.385; GCF_017922435.1, s__Thalassospira sp017922435, 95.2246, 78.43, 0.392; GCF_000763295.1, s__Thalassospira australica, 95.0, 78.41, 0.377; GCF_003326675.1, s__Thalassospira profundimaris_D, 95.0, 78.39, 0.374; GCF_000300275.1, s__Thalassospira profundimaris, 95.4963, 78.38, 0.39; GCF_011806525.1, s__Thalassospira sp011806525, 95.0, 78.29, 0.368; GCA_002709775.1, s__Thalassospira sp002709775, 95.0, 78.24, 0.334	94.9	11	0.99175	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Titti25_S5_contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_BA	GCF_003626995.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_BA	99.15	0.944	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
