genome	tool	rank	metric	value	novelty_category	taxonomy	kingdom	novelty_category_novel	tool2
GCA_021787655.1_genomic	map2b	class	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	
GCA_021787655.1_genomic	map2b	order	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	
GCA_021787655.1_genomic	map2b	family	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	
GCA_021787655.1_genomic	map2b	genus	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	
GCA_021787655.1_genomic	map2b	species	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	
GCA_021787655.1_genomic	metabuli	kingdom	Bray-Curtis distance	0.0727066202366246	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	Metabuli
GCA_021787655.1_genomic	metabuli	phylum	Bray-Curtis distance	0.480914279742518	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	Metabuli
GCA_021787655.1_genomic	metabuli	class	Bray-Curtis distance	0.478800310103536	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	Metabuli
GCA_021787655.1_genomic	metabuli	order	Bray-Curtis distance	0.474717538040216	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	Metabuli
GCA_021787655.1_genomic	metabuli	family	Bray-Curtis distance	0.791355548366225	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	Metabuli
GCA_021787655.1_genomic	metabuli	genus	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	Metabuli
GCA_021787655.1_genomic	metabuli	species	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYLM01;s__JAJYLM01 sp021787655	novel Bacteria	novel phylum	Metabuli
GCA_021787665.1_genomic	singlem	kingdom	Bray-Curtis distance	0.0338422391857507	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	SingleM
GCA_021787665.1_genomic	singlem	phylum	Bray-Curtis distance	0.39572192513369	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	SingleM
GCA_021787665.1_genomic	singlem	class	Bray-Curtis distance	0.375568778438922	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	SingleM
GCA_021787665.1_genomic	singlem	order	Bray-Curtis distance	0.375568778438922	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	SingleM
GCA_021787665.1_genomic	singlem	family	Bray-Curtis distance	0.375568778438922	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	SingleM
GCA_021787665.1_genomic	singlem	genus	Bray-Curtis distance	0.375568778438922	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	SingleM
GCA_021787665.1_genomic	singlem	species	Bray-Curtis distance	0.375568778438922	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	SingleM
GCA_021787665.1_genomic	metaphlan	kingdom	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	MetaPhlAn
GCA_021787665.1_genomic	metaphlan	phylum	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	MetaPhlAn
GCA_021787665.1_genomic	metaphlan	class	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	MetaPhlAn
GCA_021787665.1_genomic	metaphlan	order	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	MetaPhlAn
GCA_021787665.1_genomic	metaphlan	family	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	MetaPhlAn
GCA_021787665.1_genomic	metaphlan	genus	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	MetaPhlAn
GCA_021787665.1_genomic	metaphlan	species	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	MetaPhlAn
GCA_021787665.1_genomic	motus	kingdom	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	motus	phylum	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	motus	class	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	motus	order	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	motus	family	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	motus	genus	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	motus	species	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	kraken	kingdom	Bray-Curtis distance	0.294517283968363	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021787665.1_genomic	kraken	phylum	Bray-Curtis distance	0.49995433240206	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021787665.1_genomic	kraken	class	Bray-Curtis distance	0.499866796836527	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021787665.1_genomic	kraken	order	Bray-Curtis distance	0.499779230618526	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021787665.1_genomic	kraken	family	Bray-Curtis distance	0.499676614042283	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021787665.1_genomic	kraken	genus	Bray-Curtis distance	0.499721670406119	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021787665.1_genomic	kraken	species	Bray-Curtis distance	0.499884306401316	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021787665.1_genomic	sourmash	kingdom	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	sourmash
GCA_021787665.1_genomic	sourmash	phylum	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	sourmash
GCA_021787665.1_genomic	sourmash	class	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	sourmash
GCA_021787665.1_genomic	sourmash	order	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	sourmash
GCA_021787665.1_genomic	sourmash	family	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	sourmash
GCA_021787665.1_genomic	sourmash	genus	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	sourmash
GCA_021787665.1_genomic	sourmash	species	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	sourmash
GCA_021787665.1_genomic	kaiju	kingdom	Bray-Curtis distance	0.365019054941265	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	kaiju	phylum	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	kaiju	class	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	kaiju	order	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	kaiju	family	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	kaiju	genus	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	kaiju	species	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	map2b	kingdom	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	map2b	phylum	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	map2b	class	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	map2b	order	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	map2b	family	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	map2b	genus	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	map2b	species	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	
GCA_021787665.1_genomic	metabuli	kingdom	Bray-Curtis distance	0.0789372514446514	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Metabuli
GCA_021787665.1_genomic	metabuli	phylum	Bray-Curtis distance	0.482211350555654	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Metabuli
GCA_021787665.1_genomic	metabuli	class	Bray-Curtis distance	0.480078756383381	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Metabuli
GCA_021787665.1_genomic	metabuli	order	Bray-Curtis distance	0.476174224556731	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Metabuli
GCA_021787665.1_genomic	metabuli	family	Bray-Curtis distance	0.808483565618608	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Metabuli
GCA_021787665.1_genomic	metabuli	genus	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Metabuli
GCA_021787665.1_genomic	metabuli	species	Bray-Curtis distance	1	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAMCVD01;s__JAMCVD01 sp021787665	novel Bacteria	novel phylum	Metabuli
GCA_021789095.1_genomic	singlem	kingdom	Bray-Curtis distance	0.0644397685428722	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	SingleM
GCA_021789095.1_genomic	singlem	phylum	Bray-Curtis distance	0.36079354404842	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	SingleM
GCA_021789095.1_genomic	singlem	class	Bray-Curtis distance	0.357553227441703	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	SingleM
GCA_021789095.1_genomic	singlem	order	Bray-Curtis distance	0.357553227441703	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	SingleM
GCA_021789095.1_genomic	singlem	family	Bray-Curtis distance	0.357553227441703	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	SingleM
GCA_021789095.1_genomic	singlem	genus	Bray-Curtis distance	0.357553227441703	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	SingleM
GCA_021789095.1_genomic	singlem	species	Bray-Curtis distance	0.357553227441703	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	SingleM
GCA_021789095.1_genomic	metaphlan	kingdom	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	MetaPhlAn
GCA_021789095.1_genomic	metaphlan	phylum	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	MetaPhlAn
GCA_021789095.1_genomic	metaphlan	class	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	MetaPhlAn
GCA_021789095.1_genomic	metaphlan	order	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	MetaPhlAn
GCA_021789095.1_genomic	metaphlan	family	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	MetaPhlAn
GCA_021789095.1_genomic	metaphlan	genus	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	MetaPhlAn
GCA_021789095.1_genomic	metaphlan	species	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	MetaPhlAn
GCA_021789095.1_genomic	motus	kingdom	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	
GCA_021789095.1_genomic	motus	phylum	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	
GCA_021789095.1_genomic	motus	class	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	
GCA_021789095.1_genomic	motus	order	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	
GCA_021789095.1_genomic	motus	family	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	
GCA_021789095.1_genomic	motus	genus	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	
GCA_021789095.1_genomic	motus	species	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	
GCA_021789095.1_genomic	kraken	kingdom	Bray-Curtis distance	0.338466380032502	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021789095.1_genomic	kraken	phylum	Bray-Curtis distance	0.49997549206013	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021789095.1_genomic	kraken	class	Bray-Curtis distance	0.499912972741615	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021789095.1_genomic	kraken	order	Bray-Curtis distance	0.499805402935096	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021789095.1_genomic	kraken	family	Bray-Curtis distance	0.499787887191169	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021789095.1_genomic	kraken	genus	Bray-Curtis distance	0.499797896337907	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021789095.1_genomic	kraken	species	Bray-Curtis distance	0.499937982344994	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	Kraken2+Bracken
GCA_021789095.1_genomic	sourmash	kingdom	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	sourmash
GCA_021789095.1_genomic	sourmash	phylum	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	sourmash
GCA_021789095.1_genomic	sourmash	class	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	sourmash
GCA_021789095.1_genomic	sourmash	order	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	sourmash
GCA_021789095.1_genomic	sourmash	family	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	sourmash
GCA_021789095.1_genomic	sourmash	genus	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	sourmash
GCA_021789095.1_genomic	sourmash	species	Bray-Curtis distance	0.5	phylum	d__Bacteria;p__JAMCPX01;c__JAMCPX01;o__JAMCPX01;f__JAMCPX01;g__JAJYJX01;s__JAJYJX01 sp021789095	novel Bacteria	novel phylum	sourmash
